code	word	freq	primary_code	misread_char	prim_syl	wrong_syl
puyizhao	溥仪朝	0	puyichao	朝	chao	zhao
qianbabaijiushijiumoyuliang	千八百九十九万余两	0	qianbabaijiushijiuwanyuliang	万	wan	mo
qianbeimozhan	千杯万盏	0	qianbeiwanzhan	万	wan	mo
qianchongyin	钱重银	0	qianzhongyin	重	zhong	chong
qiancunmohu	千村万户	0	qiancunwanhu	万	wan	mo
qiandeweiliang	迁地为良	0	qiandiweiliang	地	di	de
qianfenshuai	千分率	0	qianfenlv	率	lv	shuai
qiangdisonglong	强的松龙	0	qiangdesonglong	的	de	di
qianghuaji	强化系	0	qianghuaxi	系	xi	ji
qiangjue	强角	0	qiangjiao	角	jiao	jue
qianguazhao	牵挂着	0	qianguazhe	着	zhe	zhao
qianguazhuo	牵挂着	0	qianguazhe	着	zhe	zhuo
qiangxiangbala	枪响靶落	0	qiangxiangbaluo	落	luo	la
qiangyaotanyu	枪爻弹雨	0	qiangyaodanyu	弹	dan	tan
qianjiayue	钱嘉乐	0	qianjiale	乐	le	yue
qianjiayue	钱家乐	0	qianjiale	乐	le	yue
qianjianboshi	浅见薄识	0	qianjianbaoshi	薄	bao	bo
qianjiazhi	钱嘉徵	0	qianjiazheng	徵	zheng	zhi
qianjunyidei	千军易得	0	qianjunyide	得	de	dei
qianlazhao	牵拉着	0	qianlazhe	着	zhe	zhao
qianlazhuo	牵拉着	0	qianlazhe	着	zhe	zhuo
qianmu	铅模	0	qianmo	模	mo	mu
qianqianweihuan	欠钱未还	0	qianqianweihai	还	hai	huan
qianqiaomo	千巧万	0	qianqiaowan	万	wan	mo
qianquezhao	欠缺着	0	qianquezhe	着	zhe	zhao
qianquezhuo	欠缺着	0	qianquezhe	着	zhe	zhuo
qianselei	钱塞勒	0	qiansailei	塞	sai	se
qianseji	浅色系	0	qiansexi	系	xi	ji
qiansuyue	钱肃乐	0	qiansule	乐	le	yue
qianyueshuai	签约率	0	qianyuelv	率	lv	shuai
qianzhaiweihuan	欠债未还	0	qianzhaiweihai	还	hai	huan
qianzhangweihuan	欠帐未还	0	qianzhangweihai	还	hai	huan
qiaobonian	乔柏年	0	qiaobainian	柏	bai	bo
qiaodaihang	乔大夯	0	qiaodahang	大	da	dai
qiaofenghang	乔峰行	0	qiaofengxing	行	xing	hang
qiaomaiqiao	荞麦壳	0	qiaomaike	壳	ke	qiao
qiaomuqiao	乔模乔	0	qiaomoqiao	模	mo	mu
qiaopuyue	乔普乐	0	qiaopule	乐	le	yue
qiaoqianchengyan	乔迁盛宴	0	qiaoqianshengyan	盛	sheng	cheng
qiaoweikuai	侨委会	0	qiaoweihui	会	hui	kuai
qiaozhao	撬着	0	qiaozhe	着	zhe	zhao
qiaozhuo	撬着	0	qiaozhe	着	zhe	zhuo
qiaozhao	跷着	0	qiaozhe	着	zhe	zhao
qiaozhuo	跷着	0	qiaozhe	着	zhe	zhuo
qiaozhihuacheng	乔治华盛	0	qiaozhihuasheng	盛	sheng	cheng
qiaozuerdei	跷足而得	0	qiaozuerde	得	de	dei
qiawenboxian	洽闻博见	0	qiawenbojian	见	jian	xian
qiawenqiangxian	洽闻强见	0	qiawenqiangjian	见	jian	xian
qibaibashiermosanqianliang	七百八十二万三千两	0	qibaibashierwansanqianliang	万	wan	mo
qibaisanshiyumoliang	七百三十余万两	0	qibaisanshiyuwanliang	万	wan	mo
qibaiyishiduomoliang	七百一十多万两	0	qibaiyishiduowanliang	万	wan	mo
qibamoyuan	七八万元	0	qibawanyuan	万	wan	mo
qicaihang	器材行	0	qicaixing	行	xing	hang
qizhuanbinghai	气传病害	0	qichuanbinghai	传	chuan	zhuan
qicuoyizhao	棋错一着	0	qicuoyizhe	着	zhe	zhao
qicuoyizhuo	棋错一着	0	qicuoyizhe	着	zhe	zhuo
qidaixie	脐带血	0	qidaixue	血	xue	xie
qidaizhu	漆大柱	0	qidazhu	大	da	dai
qiduanquchang	弃短取长	0	qiduanquzhang	长	zhang	chang
qiwubifa	其恶必罚	0	qiebifa	恶	e	wu
qiechushuai	切除率	0	qiechulv	率	lv	shuai
qiedei	窃得	0	qiede	得	de	dei
qierkuai	齐儿会	0	qierhui	会	hui	kuai
qiexiaojue	切削角	0	qiexiaojiao	角	jiao	jue
qifangxian	戚芳见	0	qifangjian	见	jian	xian
qigan	奇乾	0	qiqian	乾	qian	gan
qigedei	齐哥得	0	qigede	得	de	dei
qihangshi	七行诗	0	qixingshi	行	xing	hang
qihuoqin	齐和秦	0	qiheqin	和	he	huo
qihuoyan	齐和燕	0	qiheyan	和	he	huo
qijinde	起劲地	0	qijindi	地	di	de
qiqiao	气壳	0	qike	壳	ke	qiao
qikongshuai	气孔率	0	qikonglv	率	lv	shuai
qileyue	齐乐乐	0	qilele	乐	le	yue
qiyuele	齐乐乐	0	qilele	乐	le	yue
qiyueyue	齐乐乐	0	qilele	乐	le	yue
qiliuhuo	祁六和	0	qiliuhe	和	he	huo
qimaxinma	骑马寻马	0	qimaxunma	寻	xun	xin
qimuchang	气模厂	0	qimochang	模	mo	mu
qimoduopingfanggongli	七万多平方公里	0	qiwanduopingfanggongli	万	wan	mo
qimoerqianliubaijiushichu	七万二千六百九十处	0	qiwanerqianliubaijiushichu	万	wan	mo
qimojia	七万家	0	qiwanjia	万	wan	mo
qimoliuqianding	七万六千锭	0	qiwanliuqianding	万	wan	mo
qinchanggui	秦长贵	0	qinzhanggui	长	zhang	chang
qinchangjiao	秦长脚	0	qinzhangjiao	长	zhang	chang
qinchenzhuanxian	秦沈专线	0	qinshenzhuanxian	沈	shen	chen
qindianchongpai	亲电重排	0	qindianzhongpai	重	zhong	chong
qingcaichongtu	轻财重土	0	qingcaizhongtu	重	zhong	chong
qingdaimeisu	庆大霉素	0	qingdameisu	大	da	dai
qingdejing	青地境	0	qingdijing	地	di	de
qingfukuai	青辅会	0	qingfuhui	会	hui	kuai
qinghuadaxuedianjiji	清华大学电机系	0	qinghuadaxuedianjixi	系	xi	ji
qinghuadaxuedianzigongchengji	清华大学电子工程系	0	qinghuadaxuedianzigongchengxi	系	xi	ji
qinghuadaxuehuaxueji	清华大学化学系	0	qinghuadaxuehuaxuexi	系	xi	ji
qinghuadaxueshengwuji	清华大学生物系	0	qinghuadaxueshengwuxi	系	xi	ji
qinghuadaxueshuiliji	清华大学水利系	0	qinghuadaxueshuilixi	系	xi	ji
qinghuadaxuetumugongchengji	清华大学土木工程系	0	qinghuadaxuetumugongchengxi	系	xi	ji
qinglichongyi	轻利重义	0	qinglizhongyi	重	zhong	chong
qingshuaideshuo	轻率地说	0	qingshuaidishuo	地	di	de
qingpenerxiang	倾盆而降	0	qingpenerjiang	降	jiang	xiang
qingqiakuai	青洽会	0	qingqiahui	会	hui	kuai
qingqingtan	氢氰弹	0	qingqingdan	弹	dan	tan
qingsechongyi	轻色重义	0	qingsezhongyi	重	zhong	chong
qingshichongbao	轻事重报	0	qingshizhongbao	重	zhong	chong
qingtiandailou	擎天大楼	0	qingtiandalou	大	da	dai
qingwenchongwu	轻文重武	0	qingwenzhongwu	重	zhong	chong
qingxinsiyu	清心似玉	0	qingxinshiyu	似	shi	si
qingyishenchong	情义深重	0	qingyishenzhong	重	zhong	chong
qingyishenchong	情意深重	0	qingyishenzhong	重	zhong	chong
qingzhenyichang	情真意长	0	qingzhenyizhang	长	zhang	chang
qingzuichongpan	轻罪重判	0	qingzuizhongpan	重	zhong	chong
qinhangyin	秦行音	0	qinxingyin	行	xing	hang
qinhuozhao	秦和赵	0	qinhezhao	和	he	huo
qinhuarijunnanjingdaitushayunantongbaojinianguan	侵华日军南京大屠杀遇难同胞纪念馆	0	qinhuarijunnanjingdatushayunantongbaojinianguan	大	da	dai
qinmingdei	秦明得	0	qinmingde	得	de	dei
qinmingxian	秦明见	0	qinmingjian	见	jian	xian
qinshuhang	秦蜀行	0	qinshuxing	行	xing	hang
qinzhenzhao	秦震朝	0	qinzhenchao	朝	chao	zhao
qinzhenyue	秦震乐	0	qinzhenle	乐	le	yue
qiongzuiwushe	穷嘴恶舌	0	qiongzuieshe	恶	e	wu
qipaiyue	棋牌乐	0	qipaile	乐	le	yue
qiqianduomokou	七千多万口	0	qiqianduowankou	万	wan	mo
qirenzhao	齐人著	0	qirenzhu	著	zhu	zhao
qirenzhe	齐人著	0	qirenzhu	著	zhu	zhe
qirenzhuo	齐人著	0	qirenzhu	著	zhu	zhuo
qishiduomojian	七十多万件	0	qishiduowanjian	万	wan	mo
qishiermo	七十二万	0	qishierwan	万	wan	mo
qishisanmoliang	七十三万两	0	qishisanwanliang	万	wan	mo
qishiyimo	七十一万	0	qishiyiwan	万	wan	mo
qishiyumo	七十余万	0	qishiyuwan	万	wan	mo
qishiyumojin	七十余万斤	0	qishiyuwanjin	万	wan	mo
qitiandaichi	奇天大耻	0	qitiandachi	大	da	dai
qitianyue	齐天乐	0	qitianle	乐	le	yue
qiuzhaozhen	邱朝震	0	qiuchaozhen	朝	chao	zhao
qiuchengrong	裘盛戎	0	qiushengrong	盛	sheng	cheng
qiudaibang	裘大帮	0	qiudabang	大	da	dai
qiudeiyong	邱得用	0	qiudeyong	得	de	dei
qiumianjue	球面角	0	qiumianjiao	角	jiao	jue
qiumianxiangchai	球面象差	0	qiumianxiangcha	差	cha	chai
qiumohe	丘万壑	0	qiuwanhe	万	wan	mo
quandaijing	权大惊	0	quandajing	大	da	dai
quanguoaiweikuai	全国爱卫会	0	quanguoaiweihui	会	hui	kuai
quanguorendachangweikuaibangongting	全国人大常委会办公厅	0	quanguorendachangweihuibangongting	会	hui	kuai
quanguorendachangweikuaifagongwei	全国人大常委会法工委	0	quanguorendachangweihuifagongwei	会	hui	kuai
quanjuezi	全角字	0	quanjiaozi	角	jiao	jue
quanxiu	权宿	0	quansu	宿	su	xiu
quansujinhang	全速进行	0	quansujinxing	行	xing	hang
quanyixiang	全义降	0	quanyijiang	降	jiang	xiang
quanzhenghang	权证行	0	quanzhengxing	行	xing	hang
quanzhenghuo	权证和	0	quanzhenghe	和	he	huo
quchangbiduan	趋长避短	0	quzhangbiduan	长	zhang	chang
quchaoyang	屈朝阳	0	quzhaoyang	朝	zhao	chao
quchushuai	去除率	0	quchulv	率	lv	shuai
qudaiyouxian	取大优先	0	qudayouxian	大	da	dai
quezhaohe	阙朝贺	0	quechaohe	朝	chao	zhao
quezhaonan	却朝南	0	quechaonan	朝	chao	zhao
quwucongshan	去恶从善	0	quecongshan	恶	e	wu
quedaiyi	却大异	0	quedayi	大	da	dai
quexianlu	却见鲁	0	quejianlu	见	jian	xian
quexianxiao	却见潇	0	quejianxiao	见	jian	xian
quexianyang	却见杨	0	quejianyang	见	jian	xian
quexianying	却见瑛	0	quejianying	见	jian	xian
quesilong	却似龙	0	queshilong	似	shi	si
quwuxiangshan	驱恶向善	0	quexiangshan	恶	e	wu
quliudai	屈留大	0	quliuda	大	da	dai
qumocheng	屈万乘	0	quwancheng	万	wan	mo
qumoxiang	屈万祥	0	quwanxiang	万	wan	mo
qundijie	群的阶	0	qundejie	的	de	di
qunjuhuoyi	群居和一	0	qunjuheyi	和	he	huo
qunqingshechou	群轻折抽	0	qunqingzhechou	折	zhe	she
qunxingkuai	群星会	0	qunxinghui	会	hui	kuai
quxianhuo	瞿弦和	0	quxianhe	和	he	huo
quyangshuai	取样率	0	quyanglv	率	lv	shuai
quyishenmo	屈一伸万	0	quyishenwan	万	wan	mo
quzihang	屈子行	0	quzixing	行	xing	hang
raoyuejun	饶乐郡	0	raolejun	乐	le	yue
raoyueshui	饶乐水	0	raoleshui	乐	le	yue
rechende	热忱地	0	rechendi	地	di	de
rechongfa	热重法	0	rezhongfa	重	zhong	chong
rededei	热得得	0	redede	得	de	dei
redeide	热得得	0	redede	得	de	dei
redeidei	热得得	0	redede	得	de	dei
renshenzhi	任参知	0	rencanzhi	参	can	shen
renchaifangcheng	人差方程	0	renchafangcheng	差	cha	chai
renchangfeng	任长风	0	renzhangfeng	长	zhang	chang
rendachangweikuaifagongwei	人大常委会法工委	0	rendachangweihuifagongwei	会	hui	kuai
rendeguanxi	人地关系	0	rendiguanxi	地	di	de
renque	壬炔	0	rengui	炔	gui	que
renhangshou	任行寿	0	renxingshou	行	xing	hang
renjue	刃角	0	renjiao	角	jiao	jue
renshuaibing	任率兵	0	renlvbing	率	lv	shuai
renongdai	热农大	0	renongda	大	da	dai
rentongshuai	认同率	0	rentonglv	率	lv	shuai
renxiaoqidai	人小气大	0	renxiaoqida	大	da	dai
renxuanchai	任宣差	0	renxuancha	差	cha	chai
renzhenghang	任征行	0	renzhengxing	行	xing	hang
renzhishuai	认知率	0	renzhilv	率	lv	shuai
riboyanzi	日薄崦嵫	0	ribaoyanzi	薄	bao	bo
rishejue	日射角	0	rishejiao	角	jiao	jue
ronglupian	荣禄便	0	ronglubian	便	bian	pian
ronglukuai	荣禄会	0	rongluhui	会	hui	kuai
rongluxie	荣禄血	0	rongluxue	血	xue	xie
rongmuzhuzao	熔模铸造	0	rongmozhuzao	模	mo	mu
rongnadeixia	容纳得下	0	rongnadexia	得	de	dei
rongqiade	融洽地	0	rongqiadi	地	di	de
rongzhihang	容志行	0	rongzhixing	行	xing	hang
rouchimalei	揉眵抹泪	0	rouchimolei	抹	mo	ma
rourouhehuo	柔柔和和	0	rourouhehe	和	he	huo
ruanbokuai	软博会	0	ruanbohui	会	hui	kuai
rubingsixue	如冰似雪	0	rubingshixue	似	shi	si
ruguisimei	如鬼似魅	0	ruguishimei	似	shi	si
ruidailin	瑞大林	0	ruidalin	大	da	dai
ruilide	锐利地	0	ruilidi	地	di	de
ruleisihuo	如雷似火	0	ruleishihuo	似	shi	si
ruomuge	弱模格	0	ruomoge	模	mo	mu
ruoxikuai	若曦会	0	ruoxihui	会	hui	kuai
ruqisijiao	如漆似胶	0	ruqishijiao	似	shi	si
rutangsimi	如糖似蜜	0	rutangshimi	似	shi	si
sachangzhu	萨长诸	0	sazhangzhu	长	zhang	chang
saibutai	塞卜泰	0	saibotai	卜	bo	bu
sebotai	塞卜泰	0	saibotai	塞	sai	se
sebutai	塞卜泰	0	saibotai	塞	sai	se
sebuhe	塞布河	0	saibuhe	塞	sai	se
secangming	塞苍冥	0	saicangming	塞	sai	se
sechi	塞尺	0	saichi	塞	sai	se
sedeba	塞德巴	0	saideba	塞	sai	se
sedeer	塞德尔	0	saideer	塞	sai	se
seensiboli	塞恩斯伯里	0	saiensiboli	塞	sai	se
seerbo	塞尔伯	0	saierbo	塞	sai	se
seerde	塞尔德	0	saierde	塞	sai	se
seerdi	塞尔蒂	0	saierdi	塞	sai	se
seerdu	塞尔杜	0	saierdu	塞	sai	se
seerduiou	塞尔对偶	0	saierduiou	塞	sai	se
seerfu	塞尔夫	0	saierfu	塞	sai	se
seerjiao	塞尔吉奥	0	saierjiao	塞	sai	se
seerjie	塞尔杰	0	saierjie	塞	sai	se
seerkeke	塞尔柯克	0	saierkeke	塞	sai	se
seerma	塞尔马	0	saierma	塞	sai	se
seermoqun	塞尔默群	0	saiermoqun	塞	sai	se
seernei	塞尔内	0	saiernei	塞	sai	se
seerqiang	塞尔抢	0	saierqiang	塞	sai	se
seertiao	塞尔跳	0	saiertiao	塞	sai	se
seerweiyaminzhudang	塞尔维亚民主党	0	saierweiyaminzhudang	塞	sai	se
seerweiyashehuidang	塞尔维亚社会党	0	saierweiyashehuidang	塞	sai	se
seerweiyazu	塞尔维亚族	0	saierweiyazu	塞	sai	se
seerxiansheng	塞尔先生	0	saierxiansheng	塞	sai	se
sefajie	塞法杰	0	saifajie	塞	sai	se
sefeili	塞菲里	0	saifeili	塞	sai	se
sefute	塞佛特	0	saifute	塞	sai	se
segandi	塞甘蒂	0	saigandi	塞	sai	se
segede	塞格德	0	saigede	塞	sai	se
seheidui	塞黑队	0	saiheidui	塞	sai	se
sejinchen	塞进陈	0	saijinchen	塞	sai	se
sekaer	塞卡尔	0	saikaer	塞	sai	se
sekangdi	塞康第	0	saikangdi	塞	sai	se
saiqiao	腮壳	0	saike	壳	ke	qiao
sekehe	塞克荷	0	saikehe	塞	sai	se
sekeluo	塞克洛	0	saikeluo	塞	sai	se
selaini	塞莱尼	0	sailaini	塞	sai	se
selaishen	塞莱什	0	sailaishen	塞	sai	se
selaliang	塞拉里昂	0	sailaliang	塞	sai	se
seleier	塞雷尔	0	saileier	塞	sai	se
seleikai	塞勒凯	0	saileikai	塞	sai	se
selinu	塞利努	0	sailinu	塞	sai	se
selinuo	塞利诺	0	sailinuo	塞	sai	se
selunge	塞伦格	0	sailunge	塞	sai	se
semawo	塞马沃	0	saimawo	塞	sai	se
semosi	塞莫斯	0	saimosi	塞	sai	se
semuhua	塞姆化	0	saimuhua	塞	sai	se
senaer	塞纳尔	0	sainaer	塞	sai	se
senishan	塞尼山	0	sainishan	塞	sai	se
senuer	塞努尔	0	sainuer	塞	sai	se
senufu	塞努福	0	sainufu	塞	sai	se
senuoyi	塞诺伊	0	sainuoyi	塞	sai	se
senuoyu	塞诺语	0	sainuoyu	塞	sai	se
sepeimu	塞佩姆	0	saipeimu	塞	sai	se
sepulusi	塞普路斯	0	saipulusi	塞	sai	se
seqiwei	塞奇威	0	saiqiwei	塞	sai	se
saiseer	赛塞尔	0	saisaier	塞	sai	se
saiseyan	塞塞严	0	saisaiyan	塞	sai	se
sesaiyan	塞塞严	0	saisaiyan	塞	sai	se
seseyan	塞塞严	0	saisaiyan	塞	sai	se
sesebuer	塞瑟布尔	0	saisebuer	塞	sai	se
sesheergongheguo	塞舌尔共和国	0	saisheergongheguo	塞	sai	se
seshuangyu	塞双屿	0	saishuangyu	塞	sai	se
setebei	塞特贝	0	saitebei	塞	sai	se
setifu	塞提夫	0	saitifu	塞	sai	se
setubaer	塞图巴尔	0	saitubaer	塞	sai	se
setuodi	塞托蒂	0	saituodi	塞	sai	se
seweilin	塞韦林	0	saiweilin	塞	sai	se
seweiliya	塞维里亚	0	saiweiliya	塞	sai	se
seweiliyadui	塞维利亚队	0	saiweiliyadui	塞	sai	se
seweiqi	塞维奇	0	saiweiqi	塞	sai	se
sewenya	塞蚊亚	0	saiwenya	塞	sai	se
sexilei	塞西勒	0	saixilei	塞	sai	se
seyihan	塞伊汉	0	saiyihan	塞	sai	se
sezeer	塞泽尔	0	saizeer	塞	sai	se
sakese	萨克塞	0	sakesai	塞	sai	se
sakongliao	萨空了	0	sakongle	了	le	liao
saliaoniya	萨了尼亚	0	saleniya	了	le	liao
sanbaibashiqimosiqianqibaiduoqing	三百八十七万四千七百多顷	0	sanbaibashiqiwansiqianqibaiduoqing	万	wan	mo
sanbailiushiliumoqiqianqibaiduoqing	三百六十六万七千七百多顷	0	sanbailiushiliuwanqiqianqibaiduoqing	万	wan	mo
sanbaiqishiqimo	三百七十七万	0	sanbaiqishiqiwan	万	wan	mo
sanbaisanshiermoyuliang	三百三十二万余两	0	sanbaisanshierwanyuliang	万	wan	mo
sanbaisishiyumoliang	三百四十余万两	0	sanbaisishiyuwanliang	万	wan	mo
sanbaiwushiermoerqianyibailiushisan	三百五十二万二千一百六十三	0	sanbaiwushierwanerqianyibailiushisan	万	wan	mo
sanbaiwushiyumo	三百五十余万	0	sanbaiwushiyuwan	万	wan	mo
sanbaiyumo	三百余万	0	sanbaiyuwan	万	wan	mo
sanbeikahuan	三臂卡环	0	sanbikahuan	臂	bi	bei
sanboliushe	三波六折	0	sanboliuzhe	折	zhe	she
sanchangzhi	三长制	0	sanzhangzhi	长	zhang	chang
sandushuizuzizhixian	三都水族自治县	0	sandoushuizuzizhixian	都	dou	du
sangboyi	桑泊一	0	sangpoyi	泊	po	bo
sangtisu	桑堤酥	0	sangdisu	堤	di	ti
sangganshui	桑乾水	0	sangqianshui	乾	qian	gan
sangjiexian	桑结见	0	sangjiejian	见	jian	xian
sanhuoyinhang	三和银行	0	sanheyinhang	和	he	huo
sankuailiangke	三会两课	0	sanhuiliangke	会	hui	kuai
sanjizazhong	三系杂种	0	sanxizazhong	系	xi	ji
sanma	三抹	0	sanmo	抹	mo	ma
sanmobaqianyibaijiushisihu	三万八千一百九十四户	0	sanwanbaqianyibaijiushisihu	万	wan	mo
sanmobaqianyuan	三万八千元	0	sanwanbaqianyuan	万	wan	mo
sanmochong	三万重	0	sanwanzhong	万	wan	mo
sanmozhong	三万重	0	sanwanzhong	万	wan	mo
sanwanchong	三万重	0	sanwanzhong	重	zhong	chong
sanmoduoliang	三万多两	0	sanwanduoliang	万	wan	mo
sanmoerqianyuan	三万二千元	0	sanwanerqianyuan	万	wan	mo
sanmojian	三万件	0	sanwanjian	万	wan	mo
sanmokou	三万口	0	sanwankou	万	wan	mo
sanmoliuqianduomei	三万六千多枚	0	sanwanliuqianduomei	万	wan	mo
sanmoliuqianqing	三万六千顷	0	sanwanliuqianqing	万	wan	mo
sanmomeiyuan	三万美元	0	sanwanmeiyuan	万	wan	mo
sanmomu	三万亩	0	sanwanmu	万	wan	mo
sanmoqiqiangongli	三万七千公里	0	sanwanqiqiangongli	万	wan	mo
sanmosiqiansanbaiyuqing	三万四千三百余顷	0	sanwansiqiansanbaiyuqing	万	wan	mo
sanmosiqianyuan	三万四千元	0	sanwansiqianyuan	万	wan	mo
sanmosiqianyudun	三万四千余吨	0	sanwansiqianyudun	万	wan	mo
sanmowuqianbabai	三万五千八百	0	sanwanwuqianbabai	万	wan	mo
sanmowuqiansibaisishiwuxiang	三万五千四百四十五箱	0	sanwanwuqiansibaisishiwuxiang	万	wan	mo
sanmowuqianwubaiyuxiang	三万五千五百余箱	0	sanwanwuqianwubaiyuxiang	万	wan	mo
sanmowuqianyuqing	三万五千余顷	0	sanwanwuqianyuqing	万	wan	mo
sanmoyuci	三万余次	0	sanwanyuci	万	wan	mo
sanmoyuhu	三万余户	0	sanwanyuhu	万	wan	mo
sanmoyusuo	三万余所	0	sanwanyusuo	万	wan	mo
sanqianerbaiershiqimoyu	三千二百二十七万余	0	sanqianerbaiershiqiwanyu	万	wan	mo
sansheqigong	三折其肱	0	sanzheqigong	折	zhe	she
sanshibamoyu	三十八万余	0	sanshibawanyu	万	wan	mo
sanshiduomoliang	三十多万两	0	sanshiduowanliang	万	wan	mo
sanshiermoliang	三十二万两	0	sanshierwanliang	万	wan	mo
sanshiliumobang	三十六万镑	0	sanshiliuwanbang	万	wan	mo
sanshiliumoyu	三十六万余	0	sanshiliuwanyu	万	wan	mo
sanshisimorenci	三十四万人次	0	sanshisiwanrenci	万	wan	mo
sanshiwumoliuqianyuliang	三十五万六千余两	0	sanshiwuwanliuqianyuliang	万	wan	mo
sanshiyimoqiqianyu	三十一万七千余	0	sanshiyiwanqiqianyu	万	wan	mo
sanshiyumohu	三十余万户	0	sanshiyuwanhu	万	wan	mo
sansimohu	三四万户	0	sansiwanhu	万	wan	mo
sansimokuai	三四万块	0	sansiwankuai	万	wan	mo
sanyisanqianyumoliang	三亿三千余万两	0	sanyisanqianyuwanliang	万	wan	mo
sanyiwuqianlingjiushiyimoyuliang	三亿五千零九十一万余两	0	sanyiwuqianlingjiushiyiwanyuliang	万	wan	mo
saoganjing	扫乾净	0	saoqianjing	乾	qian	gan
saomiaojue	扫描角	0	saomiaojiao	角	jiao	jue
saotianguade	扫田刮地	0	saotianguadi	地	di	de
sashapian	萨沙便	0	sashabian	便	bian	pian
sebiaoji	色表系	0	sebiaoxi	系	xi	ji
senbidei	森彼得	0	senbide	得	de	dei
sepofen	色剖分	0	sepoufen	剖	pou	po
sesuozhao	瑟缩着	0	sesuozhe	着	zhe	zhao
sesuozhuo	瑟缩着	0	sesuozhe	着	zhe	zhuo
shadaihuan	沙大环	0	shadahuan	大	da	dai
shahuangde	沙荒地	0	shahuangdi	地	di	de
shandongdaxuezhongwenji	山东大学中文系	0	shandongdaxuezhongwenxi	系	xi	ji
shanwuling	山恶岭	0	shaneling	恶	e	wu
shangbeigan	上焙乾	0	shangbeiqian	乾	qian	gan
shangbodai	商伯大	0	shangboda	大	da	dai
shangchahang	商茶行	0	shangchaxing	行	xing	hang
shangzhuanqu	上传区	0	shangchuanqu	传	chuan	zhuan
shangdaidong	商大东	0	shangdadong	大	da	dai
shangdeifeng	上得峰	0	shangdefeng	得	de	dei
shangduwang	商都网	0	shangdouwang	都	dou	du
shangduxian	商都县	0	shangdouxian	都	dou	du
shanggaocheng	商高盛	0	shanggaosheng	盛	sheng	cheng
shangguandei	上官得	0	shangguande	得	de	dei
shangguanfengdi	上官俸的	0	shangguanfengde	的	de	di
shanghaiguangdakuaizhanzhongxin	上海光大会展中心	0	shanghaiguangdahuizhanzhongxin	会	hui	kuai
shanghaishilaodonghuoshehuibaozhangju	上海市劳动和社会保障局	0	shanghaishilaodongheshehuibaozhangju	和	he	huo
shanghuozhou	商和周	0	shanghezhou	和	he	huo
shangjiadaiyan	尚家大堰	0	shangjiadayan	大	da	dai
shangjiaose	上胶塞	0	shangjiaosai	塞	sai	se
shangjunchang	尚君长	0	shangjunzhang	长	zhang	chang
shanglihuo	商礼和	0	shanglihe	和	he	huo
shangmodu	上万度	0	shangwandu	万	wan	mo
shangmofa	上万发	0	shangwanfa	万	wan	mo
shangmogongli	上万公里	0	shangwangongli	万	wan	mo
shangmojian	上万间	0	shangwanjian	万	wan	mo
shangmokou	上万口	0	shangwankou	万	wan	mo
shangmomei	上万枚	0	shangwanmei	万	wan	mo
shangmopi	上万匹	0	shangwanpi	万	wan	mo
shangmoyue	上万月	0	shangwanyue	万	wan	mo
shangmozhu	上万株	0	shangwanzhu	万	wan	mo
shangpinshuai	商品率	0	shangpinlv	率	lv	shuai
shangqixian	尚祈见	0	shangqijian	见	jian	xian
shangxibo	尚西泊	0	shangxipo	泊	po	bo
shangyoucheng	尚有盛	0	shangyousheng	盛	sheng	cheng
shangzhangshuai	上涨率	0	shangzhanglv	率	lv	shuai
shannanhang	山南行	0	shannanxing	行	xing	hang
shanshande	讪讪地	0	shanshandi	地	di	de
shanshukuai	山书会	0	shanshuhui	会	hui	kuai
shantoujue	山头角	0	shantoujiao	角	jiao	jue
shanwangxian	山望见	0	shanwangjian	见	jian	xian
shanyaojue	闪耀角	0	shanyaojiao	角	jiao	jue
shaolaoshaodei	少劳少得	0	shaolaoshaode	得	de	dei
shaoyueban	韶乐班	0	shaoleban	乐	le	yue
shaomanchaifei	少慢差费	0	shaomanchafei	差	cha	chai
shaoyanmocu	少盐没醋	0	shaoyanmeicu	没	mei	mo
sharenbuxian	杀人不见	0	sharenbujian	见	jian	xian
sharenyimo	杀人一万	0	sharenyiwan	万	wan	mo
shasengxian	沙僧见	0	shasengjian	见	jian	xian
shasengxin	沙僧寻	0	shasengxun	寻	xun	xin
shatuode	沙坨地	0	shatuodi	地	di	de
shawudea	沙乌地阿	0	shawudia	地	di	de
shayibu	沙伊卜	0	shayibo	卜	bo	bu
shebian	折辩	0	zhebian	折	zhe	she
sheceng	折层	0	zheceng	折	zhe	she
shechuang	折床	0	zhechuang	折	zhe	she
shedie	折迭	0	zhedie	折	zhe	she
zheduishuai	折兑率	0	zheduilv	率	lv	shuai
sheganchunjiao	舌乾脣焦	0	sheqianchunjiao	乾	qian	gan
sheitama	谁他妈	0	shuitama	谁	shui	shei
sheiyancuncao	谁言寸草	0	shuiyancuncao	谁	shui	shei
zhejiashuai	折价率	0	zhejialv	率	lv	shuai
shejiang	折姜	0	zhejiang	折	zhe	she
shejianweimeng	折箭为盟	0	zhejianweimeng	折	zhe	she
shejiaoji	社教系	0	shejiaoxi	系	xi	ji
shejichenhe	折戟沈河	0	zhejishenhe	折	zhe	she
shejishenhe	折戟沈河	0	zhejishenhe	折	zhe	she
zhejichenhe	折戟沈河	0	zhejishenhe	沈	shen	chen
shejiexiangxue	折节向学	0	zhejiexiangxue	折	zhe	she
shejinlai	折进来	0	zhejinlai	折	zhe	she
